Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
875,1.736383593,2.062572357,1.453427744,1.618435964,1.970812395,1.993872448,1.912071955,1.823094025,2.097695305,1.77929316,2.011425395,1.461467247,1.993998676,2.090657486,1.677904144,1.767790125,1.782173134,1.982620981,1.835016607,2.067493428,1.4482378,1.949450386,2.14010735,1.749152234,1.64855958,1.732817061,1.908652375,2.01643229,1.31167128,1.687441001,2.110828723,1.633421272,2.143470782,3.378427697,2.122208974
876,1.669310616,2.034707663,1.383357495,1.569419296,1.897755516,1.927230798,1.868140214,1.812134108,1.998479371,1.76118675,1.956369003,1.414667115,1.946833898,2.035633449,1.612684049,1.699123985,1.760731914,1.969662989,1.817978178,2.002141576,1.418804224,1.900250605,1.95910902,1.680852603,1.561023951,1.708207277,1.871007093,1.957793399,1.247282377,1.645477602,1.911839649,1.41648251,1.934356582,2.671575555,1.977955839
877,1.619188758,2.002243127,1.324100556,1.527501641,1.839558809,1.876868813,1.845202268,1.811653362,1.948924679,1.741110978,1.932035717,1.391403674,1.912063607,1.990624856,1.565816119,1.648480437,1.73940652,1.940357992,1.806527575,1.948656495,1.406519783,1.864074866,1.834501059,1.621355406,1.496830273,1.68979511,1.838511513,1.91242437,1.217083344,1.616794159,1.693468194,1.225065954,1.706031046,2.01590639,1.820826067
878,1.595147981,1.979873076,1.287335301,1.49811535,1.807440645,1.844904904,1.827900848,1.81822175,1.899514684,1.739982702,1.910641163,1.37757975,1.906551816,1.948698754,1.509041657,1.630607417,1.730902201,1.919226497,1.803253557,1.917953076,1.414063897,1.847368456,1.728547819,1.581512139,1.456806979,1.692908112,1.829571057,1.877396568,1.204710161,1.593684629,1.572311491,1.110216021,1.5737421,1.518231985,1.730646106
879,1.597706268,1.968296575,1.296130127,1.483101424,1.798264027,1.83083363,1.822603419,1.834729146,1.884178143,1.748383797,1.905429763,1.428385466,1.899885084,1.921586611,1.495304181,1.623549549,1.727904083,1.906667213,1.800550589,1.910073624,1.440287222,1.85998981,1.64096243,1.57088751,1.426015752,1.70974594,1.831502195,1.879373811,1.269273038,1.586510186,1.497171117,1.059171606,1.491591528,1.274087021,1.674397824
880,1.622154315,1.965094861,1.334188327,1.501462626,1.826722361,1.846483437,1.83412514,1.851414796,1.872694483,1.758218044,1.92358915,1.493735491,1.90996969,1.915024403,1.531381515,1.643016024,1.731303138,1.90866075,1.807724665,1.929724659,1.482351185,1.893253192,1.633405464,1.611182695,1.452273789,1.741421451,1.845544672,1.897442002,1.364363312,1.587812676,1.485326329,1.122977125,1.47346535,1.144548899,1.662782749
881,1.679448864,1.976447662,1.471287146,1.524510014,1.874804956,1.895816765,1.857771418,1.860781231,1.893092779,1.765077534,1.957698386,1.526624756,1.962477243,1.945520929,1.52467893,1.674494237,1.734038419,1.899889186,1.812263452,1.975182218,1.512863105,1.954773166,1.653896151,1.718111402,1.50972733,1.755782688,1.909677548,1.939104735,1.484196941,1.610859159,1.603959284,1.250588162,1.605754296,1.04147081,1.75296271
882,1.725276596,2.002257108,1.649964887,1.574677308,1.913913756,1.955152284,1.891801563,1.866474554,1.97684063,1.763870595,2.003680574,1.773381183,1.980909347,2.006196198,1.59497142,1.730239233,1.743509442,1.902281431,1.813896231,2.051205703,1.550320641,2.030415733,1.76196403,1.818108872,1.6738964,1.775957547,1.920620666,1.959315628,1.68321849,1.646519308,1.318287897,1.110216021,1.244295801,0.40083778,1.486860047
883,1.751124385,2.011275035,1.711375186,1.624244882,1.929625785,1.984950014,1.915515661,1.862704213,2.058692953,1.758912045,2.040546472,1.804966304,1.993726373,2.037127027,1.699203188,1.755652745,1.75453521,1.897496942,1.818972227,2.096663263,1.57832135,2.080894304,1.901431837,1.85388124,1.70745791,1.78452818,1.939741323,1.961822341,1.766837078,1.681362713,1.413702376,1.288871473,1.348852901,0.559318365,1.558986615
884,1.768660709,2.025382148,1.749382227,1.646546106,1.930071996,2.006395182,1.933344563,1.86537262,2.111675643,1.753407976,2.064898056,1.83196208,1.996055034,2.062846222,1.721825193,1.773390152,1.755853847,1.900487247,1.81428962,2.128826232,1.601126189,2.113092217,2.036104823,1.874379115,1.723145133,1.785034163,1.952782469,1.96459379,1.792867532,1.696693124,1.510042229,1.31439368,1.45341,0.727747895,1.631113182
885,1.77312486,2.034302205,1.793244733,1.654977057,1.927831928,2.028509087,1.94512249,1.849200126,2.155542437,1.746278519,2.08895778,1.915861998,1.995266294,2.09294552,1.742911059,1.788156035,1.760054776,1.909657519,1.779121423,2.148593607,1.61138403,2.144526963,2.183424661,1.886717043,1.740210869,1.779079372,1.963654064,1.966976408,1.895083929,1.720041945,1.609536766,1.390960302,1.5579671,0.992264341,1.70323975
886,1.784662851,2.045025848,1.817099128,1.674216919,1.930932868,2.047659217,1.95475281,1.851663271,2.193039943,1.741401891,2.106755773,1.936504732,1.9970034,2.112240213,1.768066128,1.810432495,1.767374104,1.911651056,1.769764669,2.171840632,1.618675117,2.161565335,2.242323089,1.892356045,1.744638019,1.78596672,1.972117696,1.972784041,1.962405523,1.74046482,1.644170994,1.301632576,1.595304615,1.246825725,1.727731462
887,1.784994993,2.069716792,1.846967118,1.676315939,1.924730988,2.068084614,1.967525417,1.845294744,2.250335912,1.741153335,2.111629567,1.953079778,2.009125584,2.139061055,1.793879541,1.811421673,1.768630373,1.907663981,1.728437596,2.20037588,1.604822481,2.189505937,2.348579592,1.893445006,1.736499485,1.788515047,1.978554825,1.975381757,2.044573582,1.746954345,1.749461737,1.442004717,1.706262145,1.519558395,1.804578013
888,1.792049063,2.0898778,1.874630589,1.684140196,1.924352385,2.088579996,1.957736852,1.839406962,2.292787309,1.737774558,2.127562032,1.966704976,2.002994069,2.147175101,1.799321864,1.835317514,1.773152051,1.914242654,1.719761872,2.221359547,1.605995173,2.210379539,2.408158311,1.88845575,1.717631077,1.786572442,1.980152186,1.997636076,2.069360618,1.758848703,1.811512275,1.607899065,1.772406618,1.738509444,1.849667993
889,1.796315511,2.116903617,1.893759683,1.696880764,1.921986115,2.108808771,1.956538714,1.83183387,2.339036338,1.739330127,2.135686546,1.987024778,2.003266372,2.152079544,1.818106656,1.856658642,1.780948048,1.921419388,1.718547863,2.257530988,1.597121118,2.223878137,2.474818611,1.883281371,1.710658978,1.786631902,1.981439612,2.029842792,2.085626733,1.779156948,1.850449492,1.505810235,1.813481903,1.969611381,1.877792134
890,1.792863603,2.136057973,1.887569354,1.697027208,1.929039852,2.126972456,1.959063094,1.823104828,2.375794575,1.73885815,2.146919968,1.980622053,2.002374345,2.147476994,1.818601982,1.868389182,1.787888713,1.93437738,1.719816862,2.277055105,1.593042665,2.237439476,2.533356404,1.880820319,1.703163309,1.788858762,1.988115153,2.048134353,2.088719841,1.796152368,1.861259544,1.518571339,1.824685168,2.114930106,1.885731277
891,1.792551231,2.158372099,1.926794926,1.697480485,1.931856839,2.139374106,1.958445186,1.790803052,2.423465578,1.744034069,2.160327246,2.022609273,1.995754562,2.131397201,1.808350602,1.889776179,1.819429091,1.961489486,1.711784097,2.293702429,1.588021198,2.252575062,2.618745191,1.877816602,1.683870743,1.793504289,1.989831721,2.063447642,2.141321497,1.813324033,1.911006812,1.607899065,1.876963717,2.26024883,1.921794561
892,1.796359005,2.164915338,1.925511282,1.701420507,1.935606813,2.147055708,1.950005469,1.774765598,2.459466131,1.743273973,2.174429865,1.990968261,1.98595165,2.110863156,1.816119079,1.904934941,1.830989441,1.962884962,1.718382893,2.308192158,1.58454696,2.260664181,2.659701975,1.876832907,1.686534986,1.799884887,2.00723581,2.062570706,2.122897662,1.828310552,1.932626915,1.607899065,1.899370246,2.405567555,1.937672846
893,1.799530174,2.184195526,1.91605138,1.702027201,1.935201167,2.15896858,1.934813978,1.760678135,2.472857158,1.748895803,2.188540719,2.010847138,1.982007949,2.089211576,1.814194202,1.915728155,1.84984239,1.994183497,1.7227694,2.333501591,1.585525236,2.266020043,2.689888854,1.871135826,1.68272419,1.813690273,2.008046411,2.056465245,2.13231782,1.841763886,1.943436967,1.595137961,1.91057351,2.550886279,1.945611989
894,1.800245861,2.201518334,1.927711151,1.699879365,1.934993837,2.16871305,1.917113179,1.741129619,2.490372042,1.764462195,2.204921496,2.03559482,1.96377303,2.056458794,1.804005522,1.930332499,1.888555084,2.002755707,1.724935158,2.345685655,1.588333312,2.270860282,2.727124529,1.865088463,1.671841884,1.822712415,2.018488864,2.030388809,2.088359844,1.859405536,1.982374184,1.620660169,1.951648795,2.638430174,1.97373613
895,1.796679286,2.222294518,1.913079464,1.701420507,1.937756738,2.176102496,1.906985518,1.729553915,2.507180544,1.773143497,2.211407384,2.037346098,1.956101594,2.046305644,1.814106423,1.950100115,1.896618373,2.016710467,1.724816718,2.363686764,1.594048579,2.274141104,2.71108442,1.858919499,1.662530288,1.834666111,2.021850476,1.996659865,2.016387668,1.875340623,1.993184236,1.786554517,1.962852059,2.72597407,1.981675273
896,1.785441804,2.250033381,1.855385222,1.695465146,1.931077097,2.178202023,1.891816634,1.718891088,2.52437841,1.78149246,2.219383681,1.943683733,1.946129666,2.033769125,1.805409992,1.936770136,1.893139131,2.013720161,1.72230833,2.361613781,1.598014575,2.250863924,2.731124311,1.805701977,1.645994749,1.842889576,2.016009378,1.944871003,1.825859926,1.879826978,2.016297556,1.697226791,1.987921247,2.785443173,1.998641112
897,1.756063025,2.249823662,1.69276234,1.680604636,1.897435506,2.132454554,1.851954042,1.673355307,2.464214815,1.776283027,2.198957115,1.662702846,1.897922624,1.982611441,1.782487029,1.868634483,1.827541383,2.019102712,1.683832275,2.309926695,1.594335915,2.142731409,2.666586846,1.682981521,1.512775967,1.836982353,1.994242346,1.885793644,1.497275054,1.875700277,2.377664542,1.939687761,2.425129884,3.92360818,2.316272074
898,1.723169074,2.195883877,1.5978052,1.628624234,1.858781931,2.055857369,1.783893752,1.648102664,2.302614849,1.761800693,2.150118538,1.603066213,1.852072413,1.932544811,1.71941126,1.795315613,1.79154615,2.018305297,1.667432576,2.177403842,1.57306401,2.02045691,2.456467153,1.564344669,1.45206171,1.808375729,1.962557368,1.834492888,1.355736954,1.818253149,2.278170005,1.850360035,2.320572784,3.741881352,2.244145506
899,1.696573964,2.13340153,1.483216669,1.597515491,1.812614888,1.968343756,1.729472649,1.605116455,2.086624688,1.743343326,2.09369891,1.460784124,1.770625611,1.832819371,1.64773311,1.698595492,1.714027208,2.014118869,1.601909918,2.063971472,1.551636286,1.896145015,2.08206953,1.458713641,1.264563945,1.775793362,1.939574434,1.783978065,1.190906783,1.717153254,2.110828723,1.646182376,2.143470782,3.378427697,2.122208974
900,1.667649904,2.067661543,1.415267224,1.578652198,1.774258786,1.897182013,1.674735055,1.58953814,1.96006896,1.732539525,2.047627974,1.427571929,1.74690707,1.782360808,1.562493042,1.674396516,1.692746363,1.981225505,1.586762298,1.980798311,1.531957833,1.81312288,1.867736952,1.388081818,1.210821787,1.744025018,1.916615342,1.756677227,1.130464283,1.637343128,1.911839649,1.467526924,1.934356582,2.671575555,1.977955839
901,1.64440785,2.003026078,1.414988171,1.560172447,1.750203967,1.847503207,1.625822374,1.591958072,1.868487753,1.734357148,2.011913964,1.397657354,1.718709613,1.710102368,1.510421048,1.660386477,1.682134897,1.947335372,1.58383091,1.915700293,1.516081933,1.761576559,1.725056206,1.335423296,1.189759686,1.723422049,1.888220452,1.716462266,1.071630471,1.584237634,1.693468194,1.161260436,1.706031046,2.01590639,1.820826067
902,1.634680825,1.961389822,1.380720442,1.554440237,1.737092581,1.811571304,1.593532921,1.599390722,1.810382799,1.748596512,1.99437215,1.386503819,1.718324632,1.653394083,1.458280084,1.635848468,1.678014156,1.915040069,1.581749751,1.876271307,1.514314556,1.738249185,1.653289626,1.305919714,1.188699291,1.7250827,1.878111776,1.697194493,1.06082154,1.545534043,1.572311491,1.033649399,1.5737421,1.518231985,1.730646106
903,1.635519089,1.933343371,1.397226437,1.550597844,1.731305362,1.795165001,1.571280702,1.614909618,1.793976817,1.778349672,1.993461802,1.392844442,1.733611166,1.617251622,1.427952301,1.630950439,1.736083198,1.900686601,1.610729463,1.851903178,1.522464791,1.743975794,1.546352833,1.30866934,1.260421776,1.7443929,1.87329585,1.685802597,1.134652443,1.529528745,1.497171117,0.957082777,1.491591528,1.274087021,1.674397824
904,1.650576207,1.939746798,1.417150833,1.568756814,1.736732007,1.81246999,1.588416342,1.632632382,1.808821389,1.809689586,2.000723544,1.40347632,1.753667699,1.622638035,1.407518511,1.643718021,1.775660135,1.909856872,1.620991436,1.860649898,1.539370907,1.780035175,1.555262183,1.339909815,1.294924387,1.778806625,1.8754654,1.673235939,1.24733359,1.527720447,1.485326329,0.982604984,1.47346535,1.144548899,1.662782749
905,1.667808067,1.975734617,1.484621237,1.584802817,1.757185589,1.871624439,1.634488155,1.641453252,1.842702792,1.82649224,2.030375276,1.438663361,1.794362931,1.680712784,1.395135345,1.685909676,1.822133188,1.929991598,1.640419813,1.931438043,1.564192338,1.831089829,1.58549824,1.404733846,1.338321063,1.810195962,1.896636402,1.677852263,1.388028936,1.539216464,1.603959284,1.263349265,1.605754296,1.04147081,1.75296271
906,1.676961751,2.051904639,1.556216977,1.589907412,1.771509407,1.939043691,1.681034701,1.659197622,1.952080384,1.838414078,2.075178129,1.537088957,1.859377648,1.741663465,1.399561935,1.754699464,1.976551846,1.957303058,1.756503628,2.030031661,1.573844534,1.874907511,1.71466333,1.459198229,1.475390406,1.819881751,1.918594163,1.688598865,1.585101383,1.568346967,1.318287897,1.07193271,1.244295801,0.40083778,1.486860047
907,1.684885718,2.088521616,1.575718142,1.602871132,1.781321537,1.987102862,1.706059969,1.649588114,2.079029424,1.849758744,2.110354164,1.56755003,1.901293549,1.756721058,1.386934241,1.840347168,2.005009463,1.98042809,1.775437096,2.082099499,1.58383267,1.906984504,1.883949183,1.481563672,1.518614768,1.826288051,1.916305406,1.684106636,1.63180678,1.597049037,1.413702376,1.250588162,1.348852901,0.559318365,1.558986615
908,1.689784817,2.124761098,1.590759107,1.615130529,1.78128548,2.021855031,1.718689403,1.638417533,2.162066945,1.8537887,2.140389249,1.55117992,1.910852327,1.766476981,1.385956128,1.884612907,2.030179397,2.019700773,1.793782594,2.122734199,1.589001856,1.930298189,1.99987729,1.500337359,1.52555373,1.836039438,1.924554467,1.675966023,1.655818844,1.599506431,1.510042229,1.365438095,1.45341,0.727747895,1.631113182
909,1.69351351,2.166369392,1.59565184,1.623059389,1.786072105,2.051993796,1.735342773,1.655675756,2.240649122,1.858849185,2.156755387,1.576828082,1.926908822,1.773208673,1.360913919,1.920398833,2.096137989,2.068143728,1.887354363,2.170761835,1.593573498,1.951201451,2.166163306,1.508611647,1.556875155,1.841725317,1.930228677,1.667568947,1.73030723,1.603805078,1.609536766,1.174021539,1.5579671,0.992264341,1.70323975
910,1.697147305,2.210130803,1.591112575,1.631448498,1.795054915,2.081531584,1.75422664,1.648361943,2.324635064,1.863683457,2.1728379,1.601743438,1.934993407,1.780920195,1.344317342,1.966898201,2.113462922,2.09346165,1.905403761,2.189820588,1.59953655,1.959773111,2.253314293,1.517504829,1.56574271,1.844997901,1.92402996,1.670563766,1.77479315,1.603204701,1.644170994,1.135738228,1.595304615,1.246825725,1.727731462
911,1.700472682,2.22973256,1.619710873,1.640430355,1.811393442,2.11109159,1.759569282,1.678627302,2.393191071,1.880154704,2.185360448,1.643302154,1.938627245,1.777699999,1.311707295,1.999874142,2.120016014,2.147287155,1.986750838,2.177255772,1.606554596,1.955083452,2.417469279,1.524358023,1.620929656,1.854291639,1.923147835,1.664507944,1.838038802,1.608857422,1.749461737,1.148499332,1.706262145,1.519558395,1.804578013
912,1.702165026,2.245852978,1.612836863,1.641037048,1.819235935,2.132680059,1.762945169,1.683856085,2.443824412,1.879431379,2.198139174,1.650853768,1.941481733,1.76599501,1.293913157,2.022934366,2.11769058,2.165029636,2.017477538,2.20085182,1.603477768,1.962350085,2.467286235,1.524929727,1.630406939,1.856454437,1.914994139,1.665045688,1.865893338,1.610125523,1.811512275,1.148499332,1.772406618,1.738509444,1.849667993
913,1.702856989,2.286524526,1.618213288,1.65586269,1.8298233,2.151253651,1.769018751,1.699083293,2.508535431,1.874518444,2.216507163,1.677874385,1.942448879,1.77500944,1.266444474,2.036653235,2.112068552,2.197324939,2.042963272,2.224130575,1.599209664,1.979820804,2.54597047,1.533543409,1.639453436,1.861854526,1.906268253,1.675113906,1.876146459,1.601339088,1.850449492,1.199543747,1.813481903,1.969611381,1.877792134
914,1.708076369,2.303176232,1.625124504,1.675855689,1.837426913,2.173536408,1.772530276,1.719971415,2.544483367,1.871667965,2.235099309,1.673924693,1.946862067,1.777636442,1.253547173,2.059290666,2.095068823,2.227227998,2.068660505,2.235637747,1.59824616,1.998072943,2.590918839,1.546995706,1.65482254,1.858192578,1.911465639,1.673302123,1.886722672,1.5979102,1.861259544,1.225065954,1.824685168,2.114930106,1.885731277
915,1.709472157,2.33958349,1.614557691,1.694286626,1.846369158,2.193718527,1.769184531,1.774155214,2.587877924,1.862276836,2.260295367,1.770648691,1.967763679,1.786963358,1.24079408,2.072522923,2.085250322,2.316737819,2.106066371,2.244479655,1.589000427,2.007710072,2.671348881,1.564045205,1.692088806,1.847489069,1.90991596,1.680805717,1.919794898,1.590843223,1.911006812,1.250588162,1.876963717,2.26024883,1.921794561
916,1.709270499,2.340086816,1.595503011,1.701650632,1.857862467,2.213856212,1.765590116,1.794108853,2.619599398,1.850954977,2.279672516,1.773120354,1.975951552,1.796830504,1.240323833,2.090120728,2.076781641,2.302184997,2.116797874,2.254633042,1.586680297,2.01889407,2.694232879,1.574508305,1.696310505,1.846653181,1.908509328,1.677463432,1.900063628,1.592101294,1.932626915,1.263349265,1.899370246,2.405567555,1.937672846
917,1.707499074,2.35420791,1.595093733,1.706253136,1.870536657,2.234524888,1.766268308,1.838024143,2.635671262,1.848891591,2.302422071,1.788422308,1.983472752,1.805728414,1.231407954,2.121044523,2.05136669,2.387707744,2.129212915,2.255193594,1.577471255,2.023256331,2.755614779,1.578836925,1.700704518,1.850504634,1.907150378,1.677240062,1.916167068,1.57531794,1.943436967,1.276110369,1.91057351,2.550886279,1.945611989
