Source: ERA5; 22.01.2025; Unit: Deviation from mean; Konstantin Loffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK
2382,1.040433927,1.019264531,1.091762279,1.065716668,1.007959422,1.039657539,1.090446143,1.120827167,1.200353563,1.148071224,1.104451764,1.138456555,1.045123319,1.030203359,1.058582378,1.121605615,0.998017998,1.01462336,1.024902344,1.003201951,1.139337558,1.01319805,1.154845579,1.060453651,1.019431157,1.180216887,1.047260161,1.01930872,1.071304265,1.069032651
2383,1.020995449,1.014396592,1.038999274,1.053903845,0.976167761,1.0209653,1.087708805,1.114320652,1.201803714,1.128201306,1.103369228,1.091539395,1.038327365,1.002320309,1.056853812,1.109939397,0.972050684,1.015277757,1.021987745,1.001962837,1.121188555,0.951186009,1.151726022,1.006440936,0.991893228,1.149319803,1.036431005,0.96759891,1.048004219,1.069552548
2384,0.986239618,0.986053212,0.992901096,1.03173358,0.933906028,0.974171612,1.081206993,1.106072801,1.191596692,1.108675909,1.088204625,1.044940245,1.012924113,0.972704792,1.052502179,1.083831546,0.95030644,0.987613587,1.021283895,0.972895621,1.099814912,0.890114167,1.154821885,0.951523193,0.962241333,1.114636056,1.01790479,0.920671742,1.020098392,1.067039615
2385,0.958628298,0.95994202,0.898826776,1.007542088,0.894352654,0.930411792,1.072797542,1.093842658,1.171521883,1.084678646,1.070876971,0.962454679,0.965961311,0.929010592,1.047406691,1.048663883,0.899436127,0.969240625,1.008892332,0.943092423,1.074005251,0.832957138,1.157553132,0.884296455,0.847475667,1.077087656,0.99458487,0.882328467,0.970301232,1.063741995
2386,0.934883595,0.934920374,0.869614415,0.995143545,0.864805351,0.895557842,1.065544423,1.084148002,1.156865489,1.063718423,1.052851739,0.94638239,0.943751684,0.903719335,1.04026,1.030333945,0.884540757,0.946998653,1.011785393,0.917655911,1.054588545,0.79857935,1.151325262,0.843830138,0.830119377,1.050197228,0.976773708,0.863070672,0.953100964,1.059303726
2387,0.913669486,0.907842008,0.809977277,0.988499768,0.842276952,0.866937699,1.059564354,1.070417103,1.145292011,1.04093473,1.035171209,0.902480214,0.917932471,0.871374682,1.031974796,1.019134311,0.869016726,0.934183872,1.011002769,0.898473172,1.034868199,0.77245973,1.139670032,0.801585252,0.778821549,1.027846454,0.949000784,0.86046294,0.933032251,1.053720594
2388,0.901003197,0.885665119,0.79027414,1.000810286,0.831542656,0.846174069,1.053964486,1.056729761,1.140417395,1.025856541,1.021450804,0.901049657,0.90898007,0.86079441,1.022976061,1.01187605,0.864857846,0.921290652,1.011937451,0.876038059,1.022345573,0.758270881,1.140008299,0.778882795,0.767450806,1.01214915,0.938891476,0.859120473,0.923495241,1.048283624
2389,0.892066503,0.867808208,0.774127716,1.012353588,0.826012899,0.83325935,1.039991611,1.045501827,1.138000978,1.014642926,1.00769639,0.895779415,0.898376437,0.846659815,1.01099328,1.006587062,0.866852537,0.916875312,1.011595304,0.858222713,1.013165668,0.752589808,1.136811512,0.760448043,0.762331486,1.001082205,0.932635881,0.8562007,0.917116277,1.043334277
2390,0.887208111,0.864234059,0.767877782,1.024928033,0.826715611,0.827590275,1.030373634,1.038111684,1.138451988,1.008547273,1.001867887,0.891811618,0.888195954,0.841663129,0.998769854,1.00553055,0.870185669,0.938462887,1.013057842,0.846872915,1.007400704,0.751746117,1.132721264,0.750911388,0.757451233,0.993827786,0.927021148,0.867148695,0.91980685,1.037944525
2391,0.885819304,0.864537529,0.772850704,1.025961117,0.83233833,0.829592198,1.024139077,1.033501462,1.136947323,1.005792437,0.999590096,0.908672747,0.883176751,0.840002219,0.993595572,1.009136111,0.89766243,0.949688001,1.027154223,0.839575521,1.004011556,0.762201629,1.126012201,0.749368462,0.757374978,0.991342096,0.921404764,0.872480703,0.926983301,1.033762107
2392,0.890188586,0.880551362,0.787506591,1.026336988,0.845387042,0.842740924,1.021796628,1.034748404,1.139517075,1.009273154,1.000586907,0.918813818,0.887329231,0.845335513,0.99522031,1.015471685,0.911002053,0.967716039,1.033003213,0.843813532,1.005621861,0.778875634,1.12417908,0.752412197,0.762021314,0.994723337,0.922774366,0.876434073,0.935928821,1.033395855
2393,0.903694593,0.901876923,0.80342938,1.030646874,0.86010445,0.863345146,1.02366976,1.041809428,1.14835429,1.017119617,1.005050541,0.934131246,0.909362009,0.860940166,1.00153283,1.026078429,0.925648312,0.985240733,1.039490579,0.853551645,1.009366391,0.805035556,1.133537978,0.771863001,0.773250901,1.002255984,0.941958548,0.890642676,0.9608851,1.032960637
2394,0.922080084,0.929248886,0.878367765,1.04098141,0.882676318,0.894301066,1.031716881,1.073656014,1.158729548,1.042494346,1.014506107,1.00355512,0.934775049,0.894851814,1.013285365,1.041121256,0.985789585,1.006073037,1.077535567,0.873288294,1.020924894,0.849535332,1.145069978,0.829862294,0.843399938,1.022840383,0.95361844,0.915667071,1.014132064,1.034073927
2395,0.950075918,0.957270794,0.901970358,1.059108019,0.911490287,0.932998798,1.042396588,1.094590876,1.167679594,1.084652144,1.035529866,1.011837942,0.963119085,0.929600084,1.025713821,1.056785569,1.000103613,1.029731871,1.083507351,0.908836256,1.038816832,0.887243424,1.158472343,0.880940553,0.870215341,1.062599473,0.965430868,0.935829914,1.03303113,1.038035845
2396,0.971714007,0.98848533,0.918902176,1.082533572,0.930806093,0.964055453,1.05161389,1.106985038,1.188057145,1.107525357,1.059367782,1.021522927,0.988405955,0.953846809,1.036652707,1.067646598,1.012628046,1.049873812,1.087977308,0.939326703,1.059949771,0.908646075,1.180894921,0.914312145,0.885318929,1.099909447,0.982425954,0.952379042,1.040148197,1.043734472
2397,0.988647947,1.00713353,0.96694669,1.099544311,0.946700896,0.9851197,1.060149701,1.127356722,1.201760473,1.127754791,1.074056868,1.052450541,1.018134488,0.981093579,1.04437709,1.079532959,1.054150762,1.058086061,1.117052931,0.958700759,1.073122315,0.932880359,1.199317346,0.946389202,0.941125789,1.126081411,0.999093289,0.970165979,1.068854887,1.047804281
2398,1.000825806,1.01959072,0.978076334,1.109684539,0.95923126,1.00313834,1.071376343,1.138050763,1.211508981,1.146337003,1.088889013,1.061376379,1.029660086,0.998005857,1.047913526,1.089819154,1.066392123,1.066406207,1.121777464,0.974532808,1.083868666,0.95113949,1.200779049,0.960425125,0.950916107,1.14601431,1.008496554,0.980839821,1.081455066,1.049713395
2399,1.015787599,1.036821675,1.009146464,1.118278837,0.970812061,1.020432468,1.086035727,1.150672846,1.220077808,1.159130362,1.098636741,1.098233202,1.06379369,1.015348344,1.059245014,1.105138637,1.105470252,1.106201474,1.142220173,0.990175386,1.089995167,0.968829669,1.21161188,0.983587516,0.99952297,1.159231803,1.02484109,1.000024012,1.104759596,1.05319943
2400,1.024524557,1.049255674,1.014818365,1.127652181,0.979848372,1.031322172,1.09758879,1.156771786,1.227913487,1.171686187,1.105661249,1.106293931,1.070063736,1.027272642,1.0633634,1.112081164,1.110317635,1.097349385,1.145122519,1.002342169,1.095987902,0.982372975,1.21544086,0.994912192,1.006072132,1.174583883,1.027515948,1.011560918,1.109850931,1.054308566
2401,1.033211414,1.05808722,1.02108993,1.137185673,0.991135755,1.042181036,1.107768056,1.163612257,1.231608137,1.185012314,1.112973342,1.109131093,1.078494481,1.040860071,1.066134555,1.117146612,1.114135744,1.10616568,1.148679023,1.013212191,1.103823036,0.992746434,1.222215604,1.001679021,1.010748395,1.184722987,1.029964274,1.023525178,1.114439018,1.05582665
2402,1.044288428,1.067381582,1.027567641,1.146440949,1.001610035,1.05194699,1.116208585,1.168567486,1.230828148,1.194119992,1.118497363,1.111805898,1.085379748,1.051614348,1.06845577,1.124706028,1.116052045,1.119706447,1.152070485,1.022404476,1.109494631,1.006414251,1.228268404,1.011374489,1.019074391,1.193643906,1.034142476,1.037390142,1.119540512,1.057046173
2403,1.055120594,1.073941235,1.048010137,1.153885017,1.012648357,1.061162049,1.124341766,1.177627979,1.239098314,1.203489901,1.12438106,1.130090546,1.097186213,1.063484225,1.06915607,1.129592704,1.134677164,1.142243163,1.167265328,1.033880078,1.115004483,1.020927974,1.232118943,1.025076757,1.055409175,1.202617948,1.043198438,1.047428979,1.131243363,1.060370499
2404,1.065870051,1.076677757,1.052692778,1.154674564,1.022068308,1.068636143,1.129733158,1.18213282,1.242273064,1.209686868,1.129533417,1.128744045,1.094203146,1.067800332,1.070144414,1.130161887,1.13744045,1.151850524,1.170173197,1.042256043,1.122419641,1.030977516,1.235609843,1.031028281,1.059494792,1.209700326,1.049478421,1.055216526,1.123621558,1.062300645
2405,1.075070443,1.086851716,1.057094851,1.160232558,1.025460667,1.074692958,1.135100733,1.177450169,1.245366664,1.204288505,1.133872889,1.132579159,1.096333045,1.072251045,1.069426044,1.128034742,1.14034917,1.155719534,1.170825715,1.049098481,1.125721107,1.037874292,1.239239381,1.035802536,1.063742912,1.210398754,1.051414694,1.064115333,1.117715546,1.064785048
2406,1.077651953,1.093467242,1.038847525,1.161522818,1.024895426,1.077485487,1.138361456,1.130732074,1.24772874,1.16636426,1.135123047,1.114584697,1.088230644,1.063671039,1.068521638,1.1269635,1.118900999,1.15063541,1.128475611,1.053004175,1.122361632,1.0325845,1.24219377,1.023303622,1.043049146,1.195187635,1.053984509,1.051720549,1.055106779,1.067196249
2407,1.055304003,1.08654211,1.002131892,1.146891472,0.997393933,1.066099054,1.130494481,1.102089787,1.247280578,1.111737818,1.126578314,1.09445303,1.070804482,1.018172489,1.065875618,1.120211333,1.111936688,1.139999613,1.117081603,1.043084007,1.105003562,1.009411534,1.242070178,0.981213642,1.008616988,1.159168403,1.039487417,1.010813398,1.028172628,1.068406655
2408,1.01428927,1.059540321,0.967578932,1.10794746,0.967411814,1.041890616,1.116479844,1.080102414,1.236156416,1.074068253,1.099097949,1.067140426,1.030123228,0.956745995,1.061746807,1.097483086,1.102098137,1.093192995,1.105172222,1.02750221,1.076894753,0.98278941,1.229836577,0.92496063,0.976095785,1.116296886,1.010449992,0.957624985,0.995399835,1.066808907
2409,0.975742323,1.034149009,0.896541559,1.067048188,0.937381625,1.016224854,1.100040582,1.037395254,1.20819646,1.036710604,1.068076854,1.004120424,0.972109762,0.89377782,1.05104832,1.062424711,1.041492704,1.048946421,1.035387397,1.010618102,1.045750276,0.950558907,1.180769353,0.855403435,0.876034768,1.071880259,0.974356429,0.910492568,0.944243553,1.062421838
2410,0.939667071,1.008212224,0.871438183,1.028979497,0.90892851,0.992573733,1.080448225,1.023361242,1.184063924,1.011612093,1.037303969,0.990324746,0.933822553,0.86117232,1.04118425,1.032114173,1.027849003,1.003721762,1.02404133,0.993272227,1.018715923,0.926070892,1.144445485,0.815434317,0.855535787,1.03558713,0.935081663,0.871551922,0.920773481,1.057808149
2411,0.909140633,0.985011883,0.820577295,0.990162201,0.882176133,0.969862722,1.061721357,0.995542633,1.164461942,0.991247636,1.009135981,0.947899459,0.889956304,0.828021271,1.026334381,1.014333608,0.977433046,0.97291508,0.975473089,0.974675266,0.999520313,0.899110618,1.104549055,0.775962464,0.797612454,1.009368906,0.893393793,0.842631847,0.907214503,1.052058671
2412,0.886007088,0.968315997,0.815347509,0.963165507,0.856948294,0.947297857,1.046212401,0.984145862,1.145519345,0.977773887,0.989086625,0.929970187,0.868543336,0.811703665,1.016580918,1.001147994,0.967078409,0.944574934,0.968320979,0.959090994,0.988252829,0.879112399,1.089838732,0.770768383,0.788395597,0.990378915,0.872408807,0.817673566,0.901301584,1.046203196
2413,0.866418443,0.955881042,0.817888217,0.959418994,0.835233728,0.929111075,1.030078839,0.980330515,1.129818224,0.97011528,0.977747362,0.923032251,0.850706802,0.80022868,1.007407632,0.997123938,0.958035015,0.916421978,0.963747881,0.947403297,0.977229995,0.86307489,1.081152262,0.766888379,0.783256002,0.975785274,0.851652062,0.802055488,0.898903595,1.04031728
2414,0.856092226,0.947001277,0.813144948,0.951540136,0.824310792,0.913958773,1.016953579,0.977330716,1.115818704,0.968334248,0.971401115,0.925867713,0.838333503,0.78878419,1.002489819,0.998219583,0.950811275,0.89917062,0.958836864,0.938940341,0.971272073,0.852317167,1.07382619,0.741888746,0.770214608,0.967818244,0.841669135,0.792971256,0.901183375,1.036953973
2415,0.851661317,0.943306611,0.814485308,0.951088048,0.8165171,0.909104245,1.006173038,0.973200895,1.109633371,0.969184164,0.97081674,0.922280639,0.833094071,0.785115075,1.000439486,0.997232159,0.937954148,0.896538987,0.949281918,0.931342135,0.968077973,0.84874594,1.064833977,0.743648043,0.753557241,0.965317914,0.841254204,0.790347206,0.92000335,1.033369988
2416,0.857070296,0.941039536,0.853224097,0.955381463,0.818026604,0.90704541,0.999503344,0.976413392,1.1043164,0.981551193,0.972369658,0.932594652,0.837618063,0.798504693,0.996946193,1.004554927,0.9393696,0.889390968,0.953304651,0.931058592,0.968367729,0.854253346,1.064804005,0.825405424,0.778035991,0.971070556,0.844832358,0.794062691,0.929648526,1.032085212
2417,0.870556578,0.942405196,0.8566769,0.963948855,0.827301909,0.912772585,1.002198626,0.980682216,1.105490066,0.987327657,0.97915215,0.942663513,0.864742845,0.812160917,0.998626084,1.012235738,0.942388006,0.892295937,0.955215698,0.935874635,0.972651592,0.865648505,1.069390816,0.83006163,0.781187904,0.980105663,0.873158032,0.806185777,0.946299172,1.034858989
2418,0.892122472,0.949933958,0.893078969,0.975335951,0.847856725,0.929593571,1.0142345,1.061341913,1.113994083,1.013916617,0.990477131,1.001095487,0.897771594,0.849494503,1.008762601,1.023596382,0.989985033,0.908972193,1.024233047,0.946043616,0.985288297,0.894328362,1.079508624,0.853354145,0.844488173,1.001641196,0.893700361,0.84157448,1.005978462,1.039973545
2419,0.921128057,0.975394699,0.902334767,0.990148276,0.88623749,0.95793857,1.03664681,1.077212281,1.122363066,1.056233098,1.00789005,1.013536016,0.927897609,0.880801053,1.019391526,1.037393795,1.001392002,0.948594998,1.032790433,0.961960559,1.010866484,0.923638714,1.093044618,0.863245688,0.867591837,1.045800248,0.915643319,0.887604763,1.015946122,1.048659481
2420,0.942117079,1.013974947,0.930596235,1.007831726,0.915368659,0.983854527,1.056268316,1.095462265,1.136150627,1.080813847,1.029296601,1.023967136,0.955927679,0.918367932,1.02668566,1.04742505,1.010829977,0.984226854,1.044918623,0.984307984,1.036210085,0.945622998,1.109202884,0.893124148,0.893262727,1.083980909,0.944308044,0.927540796,1.026890239,1.05884796
2421,0.954423329,1.031353427,0.986259115,1.018587636,0.935365201,0.998504469,1.070290268,1.129408916,1.143744536,1.103335577,1.045050766,1.070233472,0.986037484,0.949305629,1.034643677,1.054459471,1.045072314,1.001262249,1.088055729,0.996825498,1.053964819,0.968019217,1.126963947,0.926664712,0.966263892,1.10838809,0.967053313,0.954139692,1.056261072,1.067678465
2422,0.966427507,1.043847025,1.005527362,1.024492402,0.951225628,1.010473866,1.081659787,1.14087352,1.15269771,1.120508298,1.059703635,1.085274927,0.998769378,0.968532435,1.038695071,1.063471536,1.050044576,1.014824594,1.096441879,1.009432023,1.068420186,0.983733035,1.134439264,0.94616417,0.975564276,1.128174802,0.981051401,0.979888089,1.073489508,1.073858786
2423,0.979840233,1.052676636,1.041284399,1.034540302,0.964676306,1.020361218,1.094130243,1.163284295,1.163962692,1.133008229,1.074673471,1.126144936,1.032831259,0.991230086,1.045965698,1.070984253,1.078303601,1.02944432,1.123125009,1.022598899,1.078226039,1.00050178,1.145663898,0.971822237,1.023390203,1.142370905,1.00087792,1.000565656,1.089573075,1.080909317
2424,0.98678583,1.061878299,1.047747063,1.041866628,0.974423535,1.026907265,1.103984169,1.17210398,1.171428422,1.142763777,1.083328859,1.129605816,1.039087448,1.008208414,1.049467599,1.073403129,1.082300288,1.034031951,1.126917132,1.035922369,1.083325842,1.012228182,1.150251342,0.984545613,1.030912433,1.15514394,1.009578404,1.016752932,1.093042599,1.083172027
2425,0.991131618,1.071647703,1.057204549,1.054413281,0.98077925,1.034318128,1.112467034,1.178646553,1.176391811,1.150367167,1.089895914,1.136536813,1.045460018,1.027404714,1.051642749,1.073488824,1.087292046,1.040575924,1.13178208,1.045809692,1.091799224,1.021332282,1.151647008,0.996695299,1.03965127,1.166900862,1.021418617,1.029379162,1.100394291,1.084327607
2426,0.991534481,1.080193207,1.073621106,1.059200014,0.988098079,1.041120871,1.121100396,1.183667966,1.183365301,1.155134485,1.095430794,1.140993918,1.051217943,1.040342165,1.052659536,1.075516663,1.09141714,1.04681796,1.136010054,1.056119026,1.09545324,1.032196786,1.152229881,1.012052535,1.043721492,1.173628996,1.029039737,1.039410478,1.103711216,1.08576151
2427,0.992928414,1.088059066,1.089134881,1.059111392,0.994903034,1.045235165,1.125507408,1.195652259,1.191049118,1.158325871,1.101101416,1.155096322,1.060773745,1.058532919,1.055062437,1.084181737,1.109372516,1.050513995,1.156303965,1.064343364,1.099036178,1.042316549,1.15693317,1.022897112,1.069706484,1.180016577,1.03773861,1.050212795,1.11931223,1.08603001
2428,0.99507999,1.088702415,1.091551305,1.057762242,0.996672402,1.048699967,1.128754117,1.196309518,1.195315302,1.1585368,1.107359581,1.155019179,1.051677601,1.064004575,1.056354,1.090737417,1.111543795,1.050571539,1.157128808,1.070231924,1.10276852,1.050943163,1.154701687,1.032731234,1.068319144,1.189096936,1.043626514,1.056226239,1.115494795,1.088166838
